method,task,regime,split,seed,episodes,success_rate,mechanism_f1,invalid_repair_rate,repeat_failure_rate,damage_rate,diagnostic_probe_cost,calibration_error
conformal_risk_filter,payload_handover,payload_shift,combined_stress,2,72,0.527778,0.408171,0.245296,0.261565,0.091632,0.222112,0.091093
conformal_risk_filter,payload_handover,payload_shift,combined_stress,3,72,0.680556,0.412186,0.243405,0.255305,0.092513,0.221666,0.092585
conformal_risk_filter,payload_handover,payload_shift,combined_stress,4,72,0.458333,0.411733,0.240170,0.262544,0.094420,0.217379,0.099015
conformal_risk_filter,payload_handover,payload_shift,combined_stress,5,72,0.500000,0.414450,0.260364,0.258948,0.095812,0.222057,0.093167
conformal_risk_filter,payload_handover,payload_shift,combined_stress,6,72,0.472222,0.405292,0.252791,0.251851,0.087187,0.222687,0.102358
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,in_distribution,0,72,0.625000,0.419298,0.231148,0.246944,0.093296,0.217179,0.086257
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,in_distribution,1,72,0.527778,0.423250,0.238342,0.249780,0.088047,0.220162,0.092885
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,in_distribution,2,72,0.486111,0.434025,0.236584,0.238290,0.098388,0.207841,0.087498
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,in_distribution,3,72,0.583333,0.447980,0.248018,0.257060,0.083346,0.214119,0.090214
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,in_distribution,4,72,0.541667,0.429110,0.243493,0.238412,0.092537,0.213392,0.090809
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,in_distribution,5,72,0.583333,0.423679,0.240631,0.259207,0.089823,0.218401,0.090800
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,in_distribution,6,72,0.527778,0.411153,0.238624,0.242877,0.090636,0.215005,0.090025
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,hidden_mechanism,0,72,0.541667,0.400092,0.251215,0.265563,0.100619,0.224107,0.098698
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,hidden_mechanism,1,72,0.597222,0.400493,0.254933,0.267211,0.091608,0.223274,0.090575
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,hidden_mechanism,2,72,0.486111,0.419525,0.255636,0.264055,0.093680,0.220373,0.097078
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,hidden_mechanism,3,72,0.513889,0.417512,0.259468,0.271841,0.099982,0.219520,0.089108
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,hidden_mechanism,4,72,0.541667,0.404048,0.247292,0.268032,0.100222,0.225049,0.100353
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,hidden_mechanism,5,72,0.625000,0.410899,0.252685,0.261445,0.095392,0.217114,0.093301
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,hidden_mechanism,6,72,0.583333,0.407315,0.249749,0.264183,0.094808,0.226145,0.096417
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,long_horizon,0,72,0.444444,0.403306,0.240280,0.250326,0.097997,0.226377,0.087159
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,long_horizon,1,72,0.472222,0.410001,0.251592,0.253814,0.103785,0.220454,0.092841
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,long_horizon,2,72,0.569444,0.401389,0.248273,0.255863,0.094513,0.216699,0.096554
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,long_horizon,3,72,0.569444,0.405140,0.239988,0.244124,0.096685,0.215516,0.093244
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,long_horizon,4,72,0.513889,0.407535,0.252321,0.259412,0.093014,0.227784,0.096529
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,long_horizon,5,72,0.513889,0.408278,0.257900,0.256709,0.092623,0.213731,0.089855
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,long_horizon,6,72,0.583333,0.408130,0.250620,0.250867,0.092696,0.222597,0.097715
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,sparse_observation,0,72,0.527778,0.376044,0.272407,0.276313,0.098097,0.237182,0.104072
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,sparse_observation,1,72,0.472222,0.369633,0.272454,0.277842,0.098205,0.228373,0.101889
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,sparse_observation,2,72,0.527778,0.407149,0.273886,0.280130,0.103451,0.236721,0.112613
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,sparse_observation,3,72,0.472222,0.387942,0.262483,0.281088,0.102938,0.225240,0.099719
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,sparse_observation,4,72,0.486111,0.369732,0.265347,0.278015,0.100621,0.223136,0.100219
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,sparse_observation,5,72,0.486111,0.388260,0.263822,0.281899,0.098182,0.226922,0.102275
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,sparse_observation,6,72,0.652778,0.401843,0.274426,0.280952,0.100535,0.236315,0.100211
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,combined_stress,0,72,0.486111,0.369393,0.270413,0.270968,0.102675,0.222520,0.102621
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,combined_stress,1,72,0.486111,0.388899,0.276061,0.273305,0.098406,0.221375,0.107035
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,combined_stress,2,72,0.486111,0.371495,0.263184,0.290505,0.096305,0.227774,0.097537
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,combined_stress,3,72,0.444444,0.386616,0.262118,0.279075,0.101109,0.231672,0.098924
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,combined_stress,4,72,0.472222,0.394326,0.267266,0.276073,0.105591,0.219620,0.099033
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,combined_stress,5,72,0.388889,0.385629,0.278088,0.284238,0.098477,0.232630,0.104741
conformal_risk_filter,payload_handover,combined_hidden_mechanisms,combined_stress,6,72,0.402778,0.367415,0.275872,0.284350,0.103529,0.225100,0.102698
conformal_risk_filter,peg_insert_with_lag,nominal,in_distribution,0,72,0.722222,0.470081,0.182591,0.187117,0.064478,0.181141,0.059458
conformal_risk_filter,peg_insert_with_lag,nominal,in_distribution,1,72,0.666667,0.513767,0.179080,0.176912,0.071386,0.184512,0.062769
conformal_risk_filter,peg_insert_with_lag,nominal,in_distribution,2,72,0.638889,0.491557,0.173314,0.184824,0.070727,0.188390,0.061226
conformal_risk_filter,peg_insert_with_lag,nominal,in_distribution,3,72,0.680556,0.503409,0.172204,0.178977,0.068854,0.176457,0.061751
conformal_risk_filter,peg_insert_with_lag,nominal,in_distribution,4,72,0.694444,0.492615,0.184117,0.192843,0.068739,0.189463,0.058680
conformal_risk_filter,peg_insert_with_lag,nominal,in_distribution,5,72,0.625000,0.512571,0.176104,0.183027,0.072048,0.188566,0.061151
conformal_risk_filter,peg_insert_with_lag,nominal,in_distribution,6,72,0.736111,0.491098,0.175537,0.181740,0.063975,0.183851,0.056553
conformal_risk_filter,peg_insert_with_lag,nominal,hidden_mechanism,0,72,0.666667,0.476132,0.191620,0.200810,0.073967,0.187346,0.064532
conformal_risk_filter,peg_insert_with_lag,nominal,hidden_mechanism,1,72,0.625000,0.461932,0.198796,0.198944,0.075154,0.188892,0.071446
conformal_risk_filter,peg_insert_with_lag,nominal,hidden_mechanism,2,72,0.722222,0.479737,0.200315,0.197243,0.071669,0.191723,0.067404
conformal_risk_filter,peg_insert_with_lag,nominal,hidden_mechanism,3,72,0.583333,0.478014,0.197766,0.196272,0.074862,0.189124,0.067293
conformal_risk_filter,peg_insert_with_lag,nominal,hidden_mechanism,4,72,0.652778,0.476981,0.196039,0.196212,0.071139,0.192156,0.067496
conformal_risk_filter,peg_insert_with_lag,nominal,hidden_mechanism,5,72,0.638889,0.458655,0.199112,0.213437,0.072281,0.194859,0.068037
conformal_risk_filter,peg_insert_with_lag,nominal,hidden_mechanism,6,72,0.736111,0.484112,0.194722,0.207384,0.073231,0.193664,0.068663
conformal_risk_filter,peg_insert_with_lag,nominal,long_horizon,0,72,0.750000,0.481030,0.191968,0.204980,0.067048,0.186496,0.066065
conformal_risk_filter,peg_insert_with_lag,nominal,long_horizon,1,72,0.555556,0.482531,0.194165,0.200491,0.067488,0.195862,0.067938
conformal_risk_filter,peg_insert_with_lag,nominal,long_horizon,2,72,0.583333,0.478763,0.190768,0.207205,0.074109,0.188011,0.066082
conformal_risk_filter,peg_insert_with_lag,nominal,long_horizon,3,72,0.541667,0.482418,0.186355,0.196499,0.067394,0.186719,0.064407
conformal_risk_filter,peg_insert_with_lag,nominal,long_horizon,4,72,0.722222,0.489774,0.185145,0.191909,0.073896,0.190153,0.064317
conformal_risk_filter,peg_insert_with_lag,nominal,long_horizon,5,72,0.736111,0.478717,0.193653,0.196956,0.075620,0.193394,0.061832
conformal_risk_filter,peg_insert_with_lag,nominal,long_horizon,6,72,0.694444,0.478631,0.192590,0.195474,0.072750,0.183673,0.068158
conformal_risk_filter,peg_insert_with_lag,nominal,sparse_observation,0,72,0.638889,0.442268,0.209775,0.217775,0.081767,0.203424,0.073246
conformal_risk_filter,peg_insert_with_lag,nominal,sparse_observation,1,72,0.569444,0.442650,0.229315,0.215507,0.079251,0.194850,0.072411
conformal_risk_filter,peg_insert_with_lag,nominal,sparse_observation,2,72,0.694444,0.444149,0.222846,0.218187,0.079768,0.196885,0.072252
conformal_risk_filter,peg_insert_with_lag,nominal,sparse_observation,3,72,0.597222,0.459563,0.215992,0.216037,0.077024,0.200901,0.071591
conformal_risk_filter,peg_insert_with_lag,nominal,sparse_observation,4,72,0.625000,0.445549,0.196787,0.215140,0.077780,0.201222,0.073444
conformal_risk_filter,peg_insert_with_lag,nominal,sparse_observation,5,72,0.750000,0.461700,0.226171,0.215415,0.073319,0.201436,0.073620
conformal_risk_filter,peg_insert_with_lag,nominal,sparse_observation,6,72,0.638889,0.445469,0.220792,0.214712,0.085669,0.202863,0.075877
conformal_risk_filter,peg_insert_with_lag,nominal,combined_stress,0,72,0.569444,0.432967,0.209083,0.220426,0.083221,0.197680,0.080419
conformal_risk_filter,peg_insert_with_lag,nominal,combined_stress,1,72,0.583333,0.450934,0.214656,0.227402,0.082235,0.198109,0.073582
conformal_risk_filter,peg_insert_with_lag,nominal,combined_stress,2,72,0.611111,0.454794,0.215856,0.213867,0.079647,0.195516,0.076541
conformal_risk_filter,peg_insert_with_lag,nominal,combined_stress,3,72,0.569444,0.459996,0.212916,0.206955,0.081387,0.200531,0.075935
conformal_risk_filter,peg_insert_with_lag,nominal,combined_stress,4,72,0.597222,0.446345,0.217549,0.221228,0.080230,0.197272,0.066523
conformal_risk_filter,peg_insert_with_lag,nominal,combined_stress,5,72,0.611111,0.454523,0.225319,0.214826,0.078973,0.206964,0.079423
conformal_risk_filter,peg_insert_with_lag,nominal,combined_stress,6,72,0.625000,0.448768,0.214212,0.224951,0.083884,0.198517,0.074261
conformal_risk_filter,peg_insert_with_lag,friction_shift,in_distribution,0,72,0.583333,0.466755,0.206768,0.217017,0.079765,0.194387,0.068492
conformal_risk_filter,peg_insert_with_lag,friction_shift,in_distribution,1,72,0.652778,0.477945,0.204222,0.214711,0.074858,0.202895,0.069500
conformal_risk_filter,peg_insert_with_lag,friction_shift,in_distribution,2,72,0.625000,0.454148,0.198132,0.207918,0.081192,0.195902,0.071138
conformal_risk_filter,peg_insert_with_lag,friction_shift,in_distribution,3,72,0.694444,0.466020,0.212917,0.205934,0.075069,0.195279,0.073168
conformal_risk_filter,peg_insert_with_lag,friction_shift,in_distribution,4,72,0.597222,0.457573,0.205540,0.206112,0.075896,0.192668,0.064696
conformal_risk_filter,peg_insert_with_lag,friction_shift,in_distribution,5,72,0.597222,0.473866,0.195200,0.205435,0.078736,0.198218,0.072210
conformal_risk_filter,peg_insert_with_lag,friction_shift,in_distribution,6,72,0.597222,0.450758,0.203360,0.205386,0.080503,0.194172,0.075185
conformal_risk_filter,peg_insert_with_lag,friction_shift,hidden_mechanism,0,72,0.555556,0.446803,0.214367,0.221033,0.083507,0.203950,0.076960
conformal_risk_filter,peg_insert_with_lag,friction_shift,hidden_mechanism,1,72,0.708333,0.446241,0.221100,0.233087,0.083051,0.198750,0.078546
conformal_risk_filter,peg_insert_with_lag,friction_shift,hidden_mechanism,2,72,0.597222,0.457759,0.215968,0.226897,0.081746,0.208800,0.079274
conformal_risk_filter,peg_insert_with_lag,friction_shift,hidden_mechanism,3,72,0.583333,0.441291,0.216463,0.228186,0.082616,0.212803,0.074391
conformal_risk_filter,peg_insert_with_lag,friction_shift,hidden_mechanism,4,72,0.652778,0.434077,0.218680,0.230233,0.082327,0.209194,0.077369
conformal_risk_filter,peg_insert_with_lag,friction_shift,hidden_mechanism,5,72,0.680556,0.447222,0.212300,0.224971,0.080252,0.202395,0.079349
conformal_risk_filter,peg_insert_with_lag,friction_shift,hidden_mechanism,6,72,0.527778,0.453964,0.231802,0.228613,0.081469,0.205310,0.076188
conformal_risk_filter,peg_insert_with_lag,friction_shift,long_horizon,0,72,0.513889,0.462881,0.211736,0.218785,0.083495,0.195050,0.075871
conformal_risk_filter,peg_insert_with_lag,friction_shift,long_horizon,1,72,0.611111,0.455265,0.204678,0.226328,0.081779,0.211715,0.079246
conformal_risk_filter,peg_insert_with_lag,friction_shift,long_horizon,2,72,0.555556,0.450015,0.208584,0.215375,0.085791,0.198262,0.075280
conformal_risk_filter,peg_insert_with_lag,friction_shift,long_horizon,3,72,0.625000,0.473289,0.216543,0.221466,0.084853,0.205644,0.076157
conformal_risk_filter,peg_insert_with_lag,friction_shift,long_horizon,4,72,0.555556,0.449240,0.213107,0.222374,0.083379,0.197180,0.076816
conformal_risk_filter,peg_insert_with_lag,friction_shift,long_horizon,5,72,0.513889,0.442472,0.213045,0.221478,0.083145,0.208422,0.078245
conformal_risk_filter,peg_insert_with_lag,friction_shift,long_horizon,6,72,0.583333,0.470671,0.216829,0.218034,0.081792,0.201794,0.074953
conformal_risk_filter,peg_insert_with_lag,friction_shift,sparse_observation,0,72,0.597222,0.425593,0.247616,0.245447,0.087644,0.211677,0.085228
conformal_risk_filter,peg_insert_with_lag,friction_shift,sparse_observation,1,72,0.513889,0.414644,0.243213,0.242162,0.083496,0.217004,0.086207
conformal_risk_filter,peg_insert_with_lag,friction_shift,sparse_observation,2,72,0.597222,0.431800,0.237236,0.244031,0.087160,0.206638,0.087286
conformal_risk_filter,peg_insert_with_lag,friction_shift,sparse_observation,3,72,0.583333,0.410974,0.230553,0.247965,0.090547,0.204476,0.085366
conformal_risk_filter,peg_insert_with_lag,friction_shift,sparse_observation,4,72,0.555556,0.421986,0.235859,0.239270,0.091148,0.207792,0.088012
conformal_risk_filter,peg_insert_with_lag,friction_shift,sparse_observation,5,72,0.583333,0.420463,0.242034,0.237199,0.084520,0.212338,0.086158
conformal_risk_filter,peg_insert_with_lag,friction_shift,sparse_observation,6,72,0.513889,0.418693,0.239799,0.246412,0.090533,0.211546,0.086084
conformal_risk_filter,peg_insert_with_lag,friction_shift,combined_stress,0,72,0.513889,0.401663,0.242087,0.244039,0.088341,0.212962,0.085420
conformal_risk_filter,peg_insert_with_lag,friction_shift,combined_stress,1,72,0.625000,0.405473,0.243433,0.245948,0.092420,0.212279,0.081503
conformal_risk_filter,peg_insert_with_lag,friction_shift,combined_stress,2,72,0.652778,0.421634,0.244627,0.251540,0.079828,0.220374,0.088526
conformal_risk_filter,peg_insert_with_lag,friction_shift,combined_stress,3,72,0.555556,0.424072,0.235411,0.241508,0.090928,0.219854,0.086120
conformal_risk_filter,peg_insert_with_lag,friction_shift,combined_stress,4,72,0.500000,0.426550,0.234018,0.240291,0.091413,0.205594,0.084533
conformal_risk_filter,peg_insert_with_lag,friction_shift,combined_stress,5,72,0.569444,0.426553,0.241710,0.236174,0.088376,0.208469,0.082574
conformal_risk_filter,peg_insert_with_lag,friction_shift,combined_stress,6,72,0.611111,0.415723,0.237216,0.244320,0.080882,0.199014,0.082008
conformal_risk_filter,peg_insert_with_lag,compliance_shift,in_distribution,0,72,0.652778,0.458905,0.211223,0.224924,0.079572,0.204511,0.075812
conformal_risk_filter,peg_insert_with_lag,compliance_shift,in_distribution,1,72,0.666667,0.465820,0.202156,0.210878,0.082318,0.197878,0.074164
conformal_risk_filter,peg_insert_with_lag,compliance_shift,in_distribution,2,72,0.583333,0.469112,0.212008,0.209671,0.079865,0.194058,0.072417
conformal_risk_filter,peg_insert_with_lag,compliance_shift,in_distribution,3,72,0.652778,0.470517,0.201528,0.217841,0.081333,0.200267,0.076402
conformal_risk_filter,peg_insert_with_lag,compliance_shift,in_distribution,4,72,0.708333,0.447450,0.210895,0.212364,0.079463,0.193787,0.077215
conformal_risk_filter,peg_insert_with_lag,compliance_shift,in_distribution,5,72,0.625000,0.477267,0.210586,0.219155,0.081341,0.199445,0.074798
conformal_risk_filter,peg_insert_with_lag,compliance_shift,in_distribution,6,72,0.638889,0.452426,0.215384,0.211951,0.083818,0.200483,0.076677
conformal_risk_filter,peg_insert_with_lag,compliance_shift,hidden_mechanism,0,72,0.583333,0.437372,0.224227,0.231365,0.090658,0.211047,0.084381
conformal_risk_filter,peg_insert_with_lag,compliance_shift,hidden_mechanism,1,72,0.638889,0.439073,0.237232,0.225358,0.084690,0.202291,0.077157
conformal_risk_filter,peg_insert_with_lag,compliance_shift,hidden_mechanism,2,72,0.652778,0.429871,0.230948,0.236124,0.082494,0.206199,0.087214
conformal_risk_filter,peg_insert_with_lag,compliance_shift,hidden_mechanism,3,72,0.708333,0.439355,0.234048,0.234287,0.080293,0.214900,0.085635
conformal_risk_filter,peg_insert_with_lag,compliance_shift,hidden_mechanism,4,72,0.652778,0.428712,0.232531,0.229655,0.085600,0.210400,0.079601
conformal_risk_filter,peg_insert_with_lag,compliance_shift,hidden_mechanism,5,72,0.569444,0.446484,0.225357,0.232385,0.093180,0.206358,0.078901
conformal_risk_filter,peg_insert_with_lag,compliance_shift,hidden_mechanism,6,72,0.583333,0.435446,0.232737,0.235459,0.090519,0.212670,0.084624
conformal_risk_filter,peg_insert_with_lag,compliance_shift,long_horizon,0,72,0.611111,0.450600,0.215668,0.231122,0.081685,0.200212,0.081332
conformal_risk_filter,peg_insert_with_lag,compliance_shift,long_horizon,1,72,0.583333,0.433114,0.225974,0.232507,0.081085,0.203218,0.077081
conformal_risk_filter,peg_insert_with_lag,compliance_shift,long_horizon,2,72,0.527778,0.443930,0.215357,0.229248,0.084501,0.200197,0.083858
conformal_risk_filter,peg_insert_with_lag,compliance_shift,long_horizon,3,72,0.638889,0.445177,0.224747,0.227121,0.080526,0.197426,0.078833
conformal_risk_filter,peg_insert_with_lag,compliance_shift,long_horizon,4,72,0.513889,0.437437,0.217122,0.224802,0.084871,0.201971,0.083429
conformal_risk_filter,peg_insert_with_lag,compliance_shift,long_horizon,5,72,0.569444,0.439957,0.223535,0.218385,0.083599,0.205911,0.080634
conformal_risk_filter,peg_insert_with_lag,compliance_shift,long_horizon,6,72,0.555556,0.446085,0.223805,0.234826,0.082648,0.193402,0.077288
conformal_risk_filter,peg_insert_with_lag,compliance_shift,sparse_observation,0,72,0.569444,0.410190,0.244206,0.245992,0.088840,0.210864,0.087036
conformal_risk_filter,peg_insert_with_lag,compliance_shift,sparse_observation,1,72,0.486111,0.405343,0.241557,0.251673,0.087997,0.204253,0.088449
conformal_risk_filter,peg_insert_with_lag,compliance_shift,sparse_observation,2,72,0.583333,0.416290,0.243977,0.245891,0.092369,0.211100,0.090006
conformal_risk_filter,peg_insert_with_lag,compliance_shift,sparse_observation,3,72,0.555556,0.426084,0.242084,0.251364,0.086025,0.212560,0.087022
conformal_risk_filter,peg_insert_with_lag,compliance_shift,sparse_observation,4,72,0.513889,0.402456,0.235150,0.245458,0.091955,0.215638,0.084150
conformal_risk_filter,peg_insert_with_lag,compliance_shift,sparse_observation,5,72,0.555556,0.420918,0.248127,0.245171,0.088901,0.216007,0.086626
conformal_risk_filter,peg_insert_with_lag,compliance_shift,sparse_observation,6,72,0.527778,0.412565,0.243806,0.235290,0.092590,0.211172,0.085880
conformal_risk_filter,peg_insert_with_lag,compliance_shift,combined_stress,0,72,0.569444,0.407852,0.239211,0.255171,0.090252,0.212042,0.086781
conformal_risk_filter,peg_insert_with_lag,compliance_shift,combined_stress,1,72,0.541667,0.422274,0.246121,0.250859,0.094928,0.212741,0.088988
conformal_risk_filter,peg_insert_with_lag,compliance_shift,combined_stress,2,72,0.583333,0.428246,0.245020,0.241710,0.097093,0.222171,0.091562
conformal_risk_filter,peg_insert_with_lag,compliance_shift,combined_stress,3,72,0.500000,0.398699,0.245671,0.249930,0.087204,0.214871,0.093978
conformal_risk_filter,peg_insert_with_lag,compliance_shift,combined_stress,4,72,0.347222,0.422087,0.243255,0.246667,0.092248,0.218888,0.094680
conformal_risk_filter,peg_insert_with_lag,compliance_shift,combined_stress,5,72,0.527778,0.407809,0.246096,0.252278,0.091322,0.212761,0.081527
conformal_risk_filter,peg_insert_with_lag,compliance_shift,combined_stress,6,72,0.486111,0.417447,0.240482,0.255144,0.094126,0.208746,0.086137
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,in_distribution,0,72,0.680556,0.465294,0.207787,0.214750,0.078486,0.198534,0.070885
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,in_distribution,1,72,0.722222,0.467499,0.213448,0.211325,0.080569,0.202364,0.075685
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,in_distribution,2,72,0.652778,0.442848,0.211101,0.211592,0.076344,0.198979,0.070564
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,in_distribution,3,72,0.694444,0.474191,0.208778,0.210633,0.076257,0.195535,0.078546
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,in_distribution,4,72,0.555556,0.450294,0.215791,0.221009,0.085679,0.207974,0.074114
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,in_distribution,5,72,0.666667,0.477886,0.213580,0.214715,0.083067,0.199407,0.071013
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,in_distribution,6,72,0.652778,0.459542,0.215758,0.209160,0.087389,0.204862,0.073612
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,hidden_mechanism,0,72,0.541667,0.425296,0.216596,0.232107,0.085872,0.207259,0.082590
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,hidden_mechanism,1,72,0.583333,0.437695,0.228875,0.242764,0.085421,0.201624,0.078218
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,hidden_mechanism,2,72,0.583333,0.447141,0.220689,0.239025,0.087062,0.207166,0.083512
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,hidden_mechanism,3,72,0.513889,0.436867,0.221380,0.232206,0.088067,0.206787,0.086496
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,hidden_mechanism,4,72,0.638889,0.422808,0.231777,0.223358,0.088657,0.209082,0.080849
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,hidden_mechanism,5,72,0.611111,0.428193,0.222104,0.239412,0.086739,0.207290,0.083177
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,hidden_mechanism,6,72,0.555556,0.434271,0.232837,0.227799,0.081839,0.209866,0.076050
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,long_horizon,0,72,0.583333,0.448338,0.222855,0.229406,0.091377,0.203499,0.079576
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,long_horizon,1,72,0.583333,0.455870,0.212981,0.229350,0.084164,0.201080,0.081463
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,long_horizon,2,72,0.597222,0.438643,0.221743,0.236601,0.085139,0.204294,0.081123
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,long_horizon,3,72,0.625000,0.438162,0.224198,0.226326,0.087319,0.204381,0.077664
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,long_horizon,4,72,0.541667,0.442484,0.219058,0.226727,0.088470,0.210827,0.084254
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,long_horizon,5,72,0.597222,0.440413,0.224708,0.232378,0.084648,0.197873,0.082082
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,long_horizon,6,72,0.541667,0.414841,0.223603,0.219735,0.087554,0.205887,0.082597
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,sparse_observation,0,72,0.638889,0.427430,0.243798,0.247862,0.090005,0.211699,0.087365
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,sparse_observation,1,72,0.611111,0.441348,0.253038,0.257145,0.090157,0.213507,0.090502
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,sparse_observation,2,72,0.486111,0.399126,0.243719,0.250763,0.088447,0.214393,0.089863
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,sparse_observation,3,72,0.500000,0.403032,0.239258,0.256659,0.095834,0.217083,0.084276
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,sparse_observation,4,72,0.611111,0.413595,0.248201,0.247300,0.085733,0.214571,0.083919
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,sparse_observation,5,72,0.541667,0.446839,0.247450,0.245510,0.088230,0.212593,0.089672
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,sparse_observation,6,72,0.625000,0.404883,0.245154,0.247162,0.088988,0.211033,0.091530
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,combined_stress,0,72,0.486111,0.410358,0.244822,0.253057,0.093319,0.213926,0.093477
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,combined_stress,1,72,0.430556,0.411835,0.254260,0.254434,0.089838,0.208148,0.093018
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,combined_stress,2,72,0.597222,0.423409,0.247724,0.256160,0.092523,0.220722,0.087414
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,combined_stress,3,72,0.597222,0.424243,0.252486,0.258021,0.085837,0.218419,0.090239
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,combined_stress,4,72,0.458333,0.414021,0.246879,0.247914,0.089959,0.217405,0.084236
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,combined_stress,5,72,0.569444,0.424755,0.246018,0.254125,0.089550,0.210351,0.088152
conformal_risk_filter,peg_insert_with_lag,occlusion_persistence,combined_stress,6,72,0.597222,0.411171,0.252567,0.249497,0.091560,0.217400,0.086270
conformal_risk_filter,peg_insert_with_lag,contact_mode_flip,in_distribution,0,72,0.569444,0.437612,0.218664,0.223282,0.081530,0.207047,0.077819
conformal_risk_filter,peg_insert_with_lag,contact_mode_flip,in_distribution,1,72,0.652778,0.439428,0.216647,0.230858,0.082664,0.204827,0.075712
conformal_risk_filter,peg_insert_with_lag,contact_mode_flip,in_distribution,2,72,0.583333,0.438949,0.219941,0.228366,0.082844,0.200932,0.079411
conformal_risk_filter,peg_insert_with_lag,contact_mode_flip,in_distribution,3,72,0.611111,0.457017,0.212767,0.222981,0.084489,0.202333,0.077401
conformal_risk_filter,peg_insert_with_lag,contact_mode_flip,in_distribution,4,72,0.611111,0.459643,0.214816,0.227394,0.083718,0.200989,0.079830
conformal_risk_filter,peg_insert_with_lag,contact_mode_flip,in_distribution,5,72,0.555556,0.458089,0.212152,0.227754,0.080690,0.200683,0.076247
conformal_risk_filter,peg_insert_with_lag,contact_mode_flip,in_distribution,6,72,0.583333,0.456483,0.217681,0.223355,0.079684,0.200642,0.075551
conformal_risk_filter,peg_insert_with_lag,contact_mode_flip,hidden_mechanism,0,72,0.666667,0.421334,0.229851,0.236144,0.086102,0.212352,0.076888
conformal_risk_filter,peg_insert_with_lag,contact_mode_flip,hidden_mechanism,1,72,0.513889,0.419184,0.236805,0.244524,0.086154,0.209140,0.084771
