method,split,seed,mean_success,mean_mechanism_f1,mean_invalid_repair_rate,mean_repeat_failure_rate,mean_damage_rate,mean_diagnostic_probe_cost,mean_calibration_error,mean_abstention_rate,mean_budget_violation_rate,mean_predicted_breach_risk,mean_realized_breach_risk,mean_repair_utility,ci95_success,ci95_mechanism_f1,ci95_invalid_repair_rate,ci95_repeat_failure_rate,ci95_damage_rate,ci95_diagnostic_probe_cost,ci95_calibration_error,ci95_abstention_rate,ci95_budget_violation_rate,ci95_predicted_breach_risk,ci95_realized_breach_risk,ci95_repair_utility,rows
counterfactual_mechanism_audit_v5,sparse_observation,1,0.781250,0.706812,0.095995,0.083237,0.049193,0.194003,0.043726,0.139365,0.045107,0.085539,0.038061,0.678118,0.041402,0.002030,0.001465,0.001025,0.000530,0.000555,0.000410,0.001032,0.000731,0.000892,0.000861,0.041721,384
counterfactual_mechanism_audit_v5,sparse_observation,2,0.843750,0.706591,0.096464,0.082965,0.048981,0.194197,0.043781,0.139277,0.045578,0.085789,0.038124,0.740176,0.036364,0.002031,0.001516,0.001033,0.000533,0.000589,0.000406,0.001037,0.000746,0.000904,0.000862,0.036893,384
counterfactual_mechanism_audit_v5,sparse_observation,3,0.841146,0.706655,0.096339,0.082785,0.049255,0.193867,0.043655,0.139524,0.045699,0.086190,0.038064,0.737600,0.036609,0.001936,0.001493,0.001019,0.000493,0.000575,0.000432,0.001032,0.000758,0.000941,0.000870,0.037219,384
counterfactual_mechanism_audit_v5,sparse_observation,4,0.789062,0.706310,0.095900,0.082553,0.049002,0.194047,0.044058,0.139695,0.045180,0.085354,0.037948,0.686276,0.040859,0.001983,0.001477,0.001072,0.000547,0.000540,0.000408,0.001030,0.000738,0.000915,0.000826,0.040777,384
counterfactual_mechanism_audit_v5,sparse_observation,5,0.778646,0.707659,0.096243,0.082773,0.049182,0.193997,0.043950,0.139617,0.044830,0.085432,0.037496,0.675956,0.041579,0.001994,0.001480,0.000998,0.000497,0.000570,0.000400,0.000986,0.000757,0.000925,0.000838,0.041551,384
counterfactual_mechanism_audit_v5,sparse_observation,6,0.809896,0.706644,0.096415,0.082579,0.048982,0.194110,0.043963,0.139608,0.045557,0.085748,0.038179,0.706558,0.039298,0.001987,0.001468,0.000984,0.000509,0.000577,0.000419,0.001000,0.000732,0.000909,0.000819,0.039588,384
counterfactual_mechanism_audit_v5,sparse_observation,7,0.789062,0.706634,0.096230,0.082691,0.049125,0.194246,0.044111,0.139167,0.045109,0.085643,0.038233,0.685909,0.040859,0.001974,0.001482,0.001069,0.000510,0.000575,0.000400,0.001040,0.000726,0.000902,0.000834,0.040998,384
counterfactual_mechanism_audit_v5,sparse_observation,8,0.817708,0.707095,0.096355,0.082423,0.049129,0.194151,0.043898,0.139629,0.045186,0.085963,0.038127,0.714803,0.038667,0.002025,0.001442,0.001015,0.000511,0.000579,0.000417,0.001013,0.000737,0.000905,0.000845,0.038920,384
counterfactual_mechanism_audit_v5,sparse_observation,9,0.828125,0.706935,0.096153,0.082877,0.049065,0.193473,0.043877,0.139658,0.045309,0.085312,0.037915,0.725195,0.037784,0.001952,0.001479,0.001016,0.000534,0.000595,0.000377,0.001035,0.000747,0.000887,0.000850,0.038305,384
data_augmented_world_model,combined_stress,0,0.317708,0.229578,0.342743,0.320388,0.124201,0.106756,0.138857,0.073273,0.260212,0.285626,0.281926,-0.588073,0.046629,0.005099,0.002214,0.001781,0.000669,0.000555,0.000699,0.000645,0.001296,0.001513,0.001382,0.048606,384
data_augmented_world_model,combined_stress,1,0.348958,0.229522,0.343199,0.320256,0.124123,0.106600,0.138802,0.073331,0.260441,0.285882,0.281922,-0.557158,0.047736,0.005123,0.002151,0.001760,0.000688,0.000566,0.000720,0.000618,0.001292,0.001493,0.001426,0.048937,384
data_augmented_world_model,combined_stress,2,0.341146,0.229425,0.342890,0.319724,0.124001,0.106674,0.138883,0.073082,0.260325,0.285847,0.281943,-0.564117,0.047481,0.005036,0.002201,0.001735,0.000662,0.000540,0.000682,0.000613,0.001283,0.001536,0.001418,0.048662,384
data_augmented_world_model,combined_stress,3,0.338542,0.229678,0.342906,0.320210,0.123954,0.107061,0.138690,0.073591,0.260203,0.285866,0.281446,-0.567016,0.047393,0.005055,0.002196,0.001768,0.000668,0.000559,0.000710,0.000589,0.001298,0.001515,0.001430,0.048380,384
data_augmented_world_model,combined_stress,4,0.325521,0.229699,0.343120,0.320199,0.124358,0.106889,0.138727,0.073325,0.260041,0.285560,0.281294,-0.580454,0.046928,0.005005,0.002210,0.001745,0.000675,0.000550,0.000722,0.000638,0.001288,0.001510,0.001391,0.048263,384
data_augmented_world_model,combined_stress,5,0.322917,0.230996,0.343313,0.319810,0.124234,0.106909,0.138641,0.073299,0.260382,0.286012,0.281812,-0.582533,0.046830,0.005112,0.002180,0.001729,0.000648,0.000572,0.000722,0.000656,0.001294,0.001520,0.001406,0.047962,384
data_augmented_world_model,combined_stress,6,0.333333,0.229897,0.342867,0.320073,0.124166,0.106589,0.138601,0.073443,0.260170,0.285658,0.281848,-0.571989,0.047212,0.005089,0.002195,0.001771,0.000681,0.000519,0.000704,0.000591,0.001326,0.001551,0.001443,0.048239,384
data_augmented_world_model,combined_stress,7,0.312500,0.230432,0.342769,0.320272,0.123878,0.106788,0.138765,0.072796,0.260153,0.286051,0.281855,-0.592411,0.046421,0.005154,0.002260,0.001766,0.000673,0.000559,0.000725,0.000623,0.001279,0.001501,0.001415,0.048591,384
data_augmented_world_model,combined_stress,8,0.341146,0.230563,0.342910,0.319764,0.124078,0.106752,0.138688,0.073096,0.260254,0.285580,0.281422,-0.563736,0.047481,0.005171,0.002211,0.001769,0.000698,0.000563,0.000714,0.000614,0.001277,0.001487,0.001399,0.048934,384
data_augmented_world_model,combined_stress,9,0.315104,0.230825,0.342924,0.320254,0.124225,0.106922,0.138707,0.073675,0.260378,0.286042,0.282007,-0.590495,0.046526,0.005122,0.002169,0.001744,0.000660,0.000543,0.000687,0.000592,0.001285,0.001500,0.001422,0.048159,384
data_augmented_world_model,hidden_mechanism,0,0.408854,0.253208,0.313338,0.288476,0.111707,0.103085,0.124932,0.059766,0.237567,0.256268,0.256768,-0.398016,0.049237,0.005485,0.002692,0.002077,0.000899,0.000620,0.000973,0.000868,0.001695,0.002055,0.001869,0.051891,384
data_augmented_world_model,hidden_mechanism,1,0.432292,0.253078,0.313216,0.288178,0.111593,0.103318,0.124966,0.059615,0.237770,0.256017,0.256997,-0.374345,0.049614,0.005622,0.002713,0.002038,0.000912,0.000614,0.000926,0.000853,0.001670,0.002030,0.001821,0.051771,384
data_augmented_world_model,hidden_mechanism,2,0.432292,0.254138,0.313058,0.288248,0.111360,0.103000,0.124855,0.059758,0.237560,0.255950,0.257103,-0.373388,0.049614,0.005501,0.002706,0.002051,0.000924,0.000584,0.000965,0.000876,0.001668,0.002027,0.001811,0.051987,384
data_augmented_world_model,hidden_mechanism,3,0.432292,0.253593,0.313209,0.287813,0.111376,0.103066,0.124481,0.059632,0.237695,0.256384,0.256857,-0.373268,0.049614,0.005502,0.002669,0.002050,0.000911,0.000599,0.000917,0.000860,0.001711,0.002057,0.001879,0.051730,384
data_augmented_world_model,hidden_mechanism,4,0.416667,0.253989,0.313431,0.287914,0.111321,0.102640,0.124919,0.059679,0.238051,0.256676,0.257292,-0.389330,0.049375,0.005468,0.002733,0.002050,0.000903,0.000603,0.000950,0.000858,0.001702,0.002034,0.001853,0.051915,384
data_augmented_world_model,hidden_mechanism,5,0.429688,0.253658,0.313303,0.287843,0.111279,0.102953,0.124924,0.059444,0.237705,0.256382,0.256745,-0.376032,0.049578,0.005557,0.002731,0.002045,0.000881,0.000600,0.000952,0.000888,0.001671,0.002043,0.001845,0.051696,384
data_augmented_world_model,hidden_mechanism,6,0.440104,0.253759,0.313598,0.287882,0.111236,0.102797,0.124877,0.059622,0.237672,0.256290,0.256576,-0.365782,0.049715,0.005512,0.002758,0.002063,0.000904,0.000595,0.000963,0.000876,0.001658,0.002063,0.001824,0.052056,384
data_augmented_world_model,hidden_mechanism,7,0.447917,0.253765,0.313312,0.287875,0.111384,0.103032,0.124917,0.059483,0.238449,0.257037,0.257728,-0.358414,0.049803,0.005467,0.002693,0.002069,0.000910,0.000597,0.000946,0.000873,0.001685,0.002029,0.001828,0.051569,384
data_augmented_world_model,hidden_mechanism,8,0.476562,0.253990,0.313054,0.287322,0.111607,0.103173,0.125221,0.059477,0.237599,0.255951,0.257054,-0.328919,0.050021,0.005450,0.002722,0.002065,0.000882,0.000619,0.000972,0.000870,0.001704,0.002045,0.001877,0.051372,384
data_augmented_world_model,hidden_mechanism,9,0.408854,0.252528,0.313660,0.287558,0.111533,0.102704,0.125215,0.059655,0.237881,0.256469,0.257050,-0.397860,0.049237,0.005484,0.002714,0.002074,0.000885,0.000581,0.000911,0.000844,0.001668,0.001987,0.001840,0.051216,384
data_augmented_world_model,in_distribution,0,0.450521,0.268466,0.296498,0.271353,0.104863,0.101072,0.117691,0.052129,0.226212,0.240599,0.244303,-0.301816,0.049830,0.005612,0.002755,0.002067,0.000901,0.000604,0.000949,0.000899,0.001658,0.002010,0.001827,0.052813,384
data_augmented_world_model,in_distribution,1,0.471354,0.268246,0.296540,0.272269,0.104873,0.100555,0.117482,0.052019,0.225836,0.240400,0.243949,-0.281292,0.049993,0.005556,0.002724,0.002085,0.000934,0.000582,0.000925,0.000903,0.001735,0.002080,0.001891,0.052813,384
data_augmented_world_model,in_distribution,2,0.510417,0.267793,0.297064,0.271699,0.104874,0.100674,0.117673,0.052446,0.226354,0.241091,0.244229,-0.242977,0.050065,0.005502,0.002721,0.002062,0.000920,0.000572,0.000961,0.000862,0.001704,0.002073,0.001858,0.052463,384
data_augmented_world_model,in_distribution,3,0.500000,0.267259,0.297112,0.272191,0.105142,0.100625,0.117404,0.052165,0.225918,0.240530,0.243797,-0.253789,0.050076,0.005552,0.002735,0.002115,0.000897,0.000614,0.000955,0.000872,0.001703,0.002037,0.001872,0.052044,384
data_augmented_world_model,in_distribution,4,0.497396,0.267815,0.296569,0.271725,0.105010,0.100900,0.117425,0.052188,0.226045,0.240564,0.243899,-0.255382,0.050075,0.005520,0.002773,0.002077,0.000918,0.000613,0.000943,0.000871,0.001671,0.002036,0.001829,0.052877,384
data_augmented_world_model,in_distribution,5,0.466146,0.268222,0.296452,0.271866,0.105371,0.100938,0.117638,0.052081,0.226352,0.241435,0.244740,-0.287177,0.049961,0.005579,0.002717,0.002082,0.000907,0.000604,0.000957,0.000878,0.001708,0.002075,0.001870,0.051887,384
data_augmented_world_model,in_distribution,6,0.486979,0.266972,0.296669,0.271686,0.105090,0.100819,0.117597,0.051710,0.226220,0.240996,0.244354,-0.266316,0.050059,0.005560,0.002745,0.002071,0.000918,0.000585,0.000960,0.000879,0.001675,0.002013,0.001820,0.052580,384
data_augmented_world_model,in_distribution,7,0.434896,0.267907,0.296985,0.271176,0.105013,0.100844,0.117585,0.052069,0.226225,0.240916,0.244015,-0.317969,0.049649,0.005526,0.002774,0.002113,0.000938,0.000613,0.000960,0.000865,0.001753,0.002124,0.001916,0.051772,384
data_augmented_world_model,in_distribution,8,0.442708,0.267930,0.296554,0.271899,0.104838,0.100762,0.117615,0.051950,0.226182,0.240704,0.244046,-0.310073,0.049746,0.005458,0.002726,0.002085,0.000904,0.000663,0.000944,0.000878,0.001718,0.002067,0.001868,0.051488,384
data_augmented_world_model,in_distribution,9,0.473958,0.267791,0.296794,0.271727,0.105122,0.100802,0.117476,0.051989,0.225841,0.240498,0.243840,-0.278981,0.050008,0.005628,0.002748,0.002028,0.000914,0.000626,0.000940,0.000855,0.001693,0.002049,0.001889,0.052180,384
data_augmented_world_model,long_horizon,0,0.406250,0.256803,0.320957,0.302363,0.115330,0.102682,0.126687,0.059828,0.244554,0.263010,0.263918,-0.426352,0.049188,0.005559,0.002674,0.002048,0.000867,0.000620,0.000949,0.000883,0.001623,0.001970,0.001774,0.050896,384
data_augmented_world_model,long_horizon,1,0.395833,0.255742,0.320792,0.303173,0.115472,0.102814,0.127020,0.060189,0.244475,0.263083,0.264055,-0.438000,0.048977,0.005478,0.002667,0.002020,0.000898,0.000627,0.000935,0.000857,0.001647,0.002006,0.001798,0.051319,384
data_augmented_world_model,long_horizon,2,0.427083,0.255422,0.320744,0.303616,0.115407,0.102697,0.126929,0.059778,0.244508,0.262534,0.264082,-0.406947,0.049540,0.005592,0.002636,0.001992,0.000871,0.000616,0.000938,0.000854,0.001640,0.002008,0.001789,0.052018,384
data_augmented_world_model,long_horizon,3,0.401042,0.256208,0.320868,0.303160,0.115170,0.102753,0.126760,0.060422,0.244421,0.262855,0.263988,-0.432229,0.049085,0.005497,0.002636,0.002030,0.000879,0.000612,0.000926,0.000869,0.001644,0.001994,0.001794,0.050899,384
data_augmented_world_model,long_horizon,4,0.460938,0.255546,0.320708,0.303223,0.115205,0.102705,0.127010,0.060398,0.244499,0.263252,0.264240,-0.372663,0.049923,0.005599,0.002638,0.002073,0.000854,0.000611,0.000924,0.000871,0.001634,0.001993,0.001821,0.051569,384
data_augmented_world_model,long_horizon,5,0.440104,0.256128,0.320665,0.302914,0.115374,0.102696,0.126905,0.060191,0.244292,0.262791,0.263982,-0.392963,0.049715,0.005486,0.002654,0.002010,0.000856,0.000605,0.000933,0.000869,0.001638,0.002000,0.001782,0.051226,384
data_augmented_world_model,long_horizon,6,0.416667,0.256660,0.320679,0.303011,0.115445,0.102465,0.126787,0.060350,0.244531,0.263094,0.263974,-0.416433,0.049375,0.005542,0.002647,0.002069,0.000873,0.000633,0.000957,0.000847,0.001593,0.001966,0.001761,0.051775,384
data_augmented_world_model,long_horizon,7,0.445312,0.256325,0.321232,0.303062,0.115318,0.102515,0.126982,0.060157,0.244246,0.262518,0.263645,-0.388217,0.049775,0.005481,0.002661,0.002044,0.000888,0.000630,0.000958,0.000852,0.001675,0.002030,0.001819,0.052484,384
data_augmented_world_model,long_horizon,8,0.377604,0.255928,0.320915,0.302909,0.115419,0.102489,0.126602,0.060380,0.244392,0.262762,0.263768,-0.455681,0.048552,0.005492,0.002666,0.002040,0.000867,0.000647,0.000919,0.000881,0.001664,0.002014,0.001834,0.051057,384
data_augmented_world_model,long_horizon,9,0.408854,0.255910,0.320329,0.302892,0.115252,0.102555,0.126882,0.060048,0.244550,0.262977,0.264368,-0.423914,0.049237,0.005536,0.002633,0.002080,0.000887,0.000616,0.000951,0.000836,0.001624,0.001967,0.001771,0.051751,384
data_augmented_world_model,sparse_observation,0,0.372396,0.234245,0.328766,0.302515,0.117992,0.106032,0.134324,0.070470,0.249668,0.273898,0.270501,-0.488505,0.048417,0.005104,0.002483,0.001919,0.000795,0.000559,0.000754,0.000658,0.001496,0.001734,0.001626,0.049526,384
data_augmented_world_model,sparse_observation,1,0.341146,0.233537,0.327939,0.302239,0.117861,0.106380,0.134677,0.070577,0.249536,0.273699,0.269986,-0.519114,0.047481,0.005137,0.002506,0.001902,0.000781,0.000575,0.000775,0.000633,0.001490,0.001742,0.001632,0.049066,384
data_augmented_world_model,sparse_observation,2,0.406250,0.234138,0.328066,0.302066,0.117991,0.106229,0.134628,0.070233,0.249538,0.273829,0.270113,-0.453786,0.049188,0.005248,0.002526,0.001923,0.000843,0.000559,0.000742,0.000667,0.001515,0.001736,0.001627,0.051279,384
data_augmented_world_model,sparse_observation,3,0.388021,0.234778,0.327617,0.302596,0.117927,0.106210,0.134618,0.070794,0.249912,0.274427,0.270438,-0.472069,0.048804,0.005240,0.002464,0.001952,0.000821,0.000562,0.000756,0.000653,0.001473,0.001695,0.001606,0.050800,384
data_augmented_world_model,sparse_observation,4,0.346354,0.233594,0.328282,0.302149,0.117841,0.105972,0.134830,0.070341,0.249473,0.273771,0.270311,-0.513983,0.047653,0.005214,0.002535,0.001885,0.000809,0.000570,0.000769,0.000627,0.001523,0.001739,0.001657,0.049684,384
data_augmented_world_model,sparse_observation,5,0.372396,0.233425,0.327847,0.301692,0.118171,0.106396,0.134680,0.070331,0.249718,0.274121,0.270586,-0.487789,0.048417,0.005224,0.002442,0.001910,0.000809,0.000558,0.000761,0.000640,0.001521,0.001772,0.001636,0.050049,384
data_augmented_world_model,sparse_observation,6,0.356771,0.234614,0.327903,0.302244,0.117992,0.105900,0.134341,0.070273,0.249679,0.274134,0.270327,-0.502936,0.047977,0.005250,0.002483,0.001937,0.000799,0.000582,0.000774,0.000638,0.001519,0.001722,0.001653,0.049857,384
data_augmented_world_model,sparse_observation,7,0.351562,0.234323,0.327931,0.302164,0.117871,0.106389,0.134781,0.070409,0.249670,0.273984,0.270490,-0.508486,0.047818,0.005184,0.002480,0.001906,0.000805,0.000575,0.000758,0.000669,0.001503,0.001713,0.001650,0.049173,384
data_augmented_world_model,sparse_observation,8,0.369792,0.234824,0.327909,0.302355,0.117704,0.106306,0.134458,0.070513,0.249746,0.274056,0.270512,-0.489910,0.048348,0.005235,0.002489,0.001885,0.000820,0.000572,0.000749,0.000661,0.001516,0.001768,0.001657,0.049620,384
data_augmented_world_model,sparse_observation,9,0.388021,0.234438,0.328095,0.301993,0.117822,0.106194,0.134797,0.070564,0.249782,0.274191,0.270518,-0.472008,0.048804,0.005145,0.002455,0.001873,0.000806,0.000548,0.000746,0.000698,0.001459,0.001700,0.001585,0.051596,384
ensemble_disagreement_planner,combined_stress,0,0.463542,0.358609,0.270650,0.258560,0.100985,0.186355,0.102883,0.138156,0.200968,0.230636,0.214914,-0.238955,0.049942,0.004436,0.001890,0.001530,0.000583,0.000670,0.000578,0.001000,0.001087,0.001287,0.001205,0.051043,384
ensemble_disagreement_planner,combined_stress,1,0.500000,0.359047,0.270037,0.258634,0.100846,0.186416,0.103112,0.138212,0.201090,0.230761,0.215057,-0.201926,0.050076,0.004398,0.001876,0.001580,0.000570,0.000662,0.000585,0.001044,0.001085,0.001303,0.001204,0.051564,384
ensemble_disagreement_planner,combined_stress,2,0.484375,0.359035,0.270059,0.258723,0.101103,0.186546,0.102728,0.138246,0.200958,0.230407,0.215091,-0.217668,0.050051,0.004435,0.001926,0.001578,0.000582,0.000687,0.000574,0.001031,0.001077,0.001271,0.001181,0.050683,384
ensemble_disagreement_planner,combined_stress,3,0.442708,0.358693,0.270115,0.258786,0.100752,0.186721,0.102725,0.138453,0.200930,0.230583,0.214900,-0.259258,0.049746,0.004313,0.001940,0.001533,0.000586,0.000654,0.000603,0.000970,0.001088,0.001297,0.001186,0.050756,384
ensemble_disagreement_planner,combined_stress,4,0.489583,0.358597,0.270168,0.258724,0.101008,0.186268,0.103002,0.138271,0.200722,0.230086,0.214903,-0.212529,0.050065,0.004428,0.001910,0.001558,0.000599,0.000662,0.000578,0.000993,0.001061,0.001268,0.001172,0.050825,384
ensemble_disagreement_planner,combined_stress,5,0.458333,0.358590,0.270279,0.259130,0.101274,0.186320,0.103024,0.138414,0.201298,0.231212,0.215490,-0.244905,0.049901,0.004335,0.001950,0.001489,0.000589,0.000673,0.000572,0.001010,0.001074,0.001250,0.001164,0.050888,384
ensemble_disagreement_planner,combined_stress,6,0.466146,0.359051,0.270468,0.258528,0.101048,0.186663,0.102810,0.138183,0.200845,0.230424,0.214670,-0.236054,0.049961,0.004359,0.001842,0.001554,0.000582,0.000709,0.000551,0.001030,0.001119,0.001303,0.001235,0.051480,384
ensemble_disagreement_planner,combined_stress,7,0.455729,0.358686,0.270132,0.258595,0.101037,0.186492,0.102930,0.138150,0.201026,0.230821,0.215149,-0.246449,0.049879,0.004466,0.001906,0.001485,0.000593,0.000654,0.000595,0.000980,0.001118,0.001331,0.001208,0.050730,384
ensemble_disagreement_planner,combined_stress,8,0.479167,0.359681,0.270379,0.259046,0.101049,0.186372,0.102923,0.138324,0.201089,0.230588,0.215009,-0.223300,0.050032,0.004261,0.001905,0.001575,0.000572,0.000684,0.000547,0.001037,0.001076,0.001293,0.001173,0.051304,384
ensemble_disagreement_planner,combined_stress,9,0.453125,0.358884,0.270324,0.258630,0.101018,0.186569,0.103040,0.138746,0.200993,0.230866,0.215127,-0.249350,0.049855,0.004391,0.001882,0.001535,0.000585,0.000651,0.000585,0.000971,0.001060,0.001249,0.001181,0.050494,384
ensemble_disagreement_planner,hidden_mechanism,0,0.554688,0.381476,0.244946,0.229392,0.089694,0.181040,0.091034,0.118057,0.182014,0.204927,0.194266,-0.057636,0.049775,0.004787,0.002346,0.001781,0.000814,0.000756,0.000757,0.001345,0.001416,0.001727,0.001566,0.051898,384
ensemble_disagreement_planner,hidden_mechanism,1,0.513021,0.381761,0.245110,0.230211,0.089730,0.181356,0.091485,0.118029,0.182289,0.205378,0.194367,-0.100543,0.050059,0.004877,0.002344,0.001744,0.000780,0.000789,0.000763,0.001371,0.001420,0.001730,0.001585,0.051385,384
ensemble_disagreement_planner,hidden_mechanism,2,0.575521,0.381252,0.245433,0.229180,0.089784,0.181366,0.091287,0.117531,0.181871,0.204901,0.193823,-0.037295,0.049501,0.004855,0.002292,0.001833,0.000796,0.000734,0.000774,0.001359,0.001423,0.001728,0.001541,0.050721,384
ensemble_disagreement_planner,hidden_mechanism,3,0.479167,0.381395,0.244955,0.229392,0.089766,0.180930,0.090811,0.118043,0.182389,0.205444,0.194482,-0.133352,0.050032,0.004731,0.002297,0.001845,0.000788,0.000764,0.000790,0.001344,0.001392,0.001706,0.001565,0.052269,384
ensemble_disagreement_planner,hidden_mechanism,4,0.486979,0.381830,0.245185,0.229649,0.089845,0.181163,0.091144,0.117635,0.181870,0.205002,0.193865,-0.125723,0.050059,0.004802,0.002318,0.001798,0.000819,0.000760,0.000771,0.001353,0.001400,0.001708,0.001528,0.052136,384
ensemble_disagreement_planner,hidden_mechanism,5,0.549479,0.381136,0.244959,0.229720,0.089710,0.180864,0.090979,0.118192,0.181874,0.204875,0.193962,-0.063099,0.049830,0.004824,0.002314,0.001791,0.000755,0.000737,0.000772,0.001353,0.001416,0.001743,0.001577,0.051400,384
ensemble_disagreement_planner,hidden_mechanism,6,0.539062,0.381554,0.245486,0.229672,0.089814,0.181168,0.091053,0.117755,0.182110,0.205043,0.194162,-0.074126,0.049923,0.004843,0.002358,0.001795,0.000791,0.000794,0.000751,0.001367,0.001378,0.001666,0.001520,0.051957,384
ensemble_disagreement_planner,hidden_mechanism,7,0.580729,0.381766,0.245061,0.229657,0.089496,0.181231,0.091421,0.118241,0.181846,0.204929,0.193893,-0.031797,0.049419,0.004829,0.002351,0.001810,0.000793,0.000751,0.000769,0.001366,0.001403,0.001716,0.001562,0.050939,384
ensemble_disagreement_planner,hidden_mechanism,8,0.552083,0.381740,0.245001,0.230105,0.089816,0.180998,0.091258,0.117766,0.181939,0.205362,0.194029,-0.060887,0.049803,0.004813,0.002336,0.001814,0.000810,0.000766,0.000768,0.001371,0.001398,0.001706,0.001546,0.051315,384
ensemble_disagreement_planner,hidden_mechanism,9,0.533854,0.380846,0.245085,0.229472,0.089948,0.180800,0.091209,0.117877,0.182028,0.205279,0.194229,-0.079136,0.049961,0.004769,0.002323,0.001774,0.000813,0.000758,0.000779,0.001339,0.001394,0.001697,0.001528,0.051109,384
ensemble_disagreement_planner,in_distribution,0,0.565104,0.395307,0.230656,0.215009,0.084377,0.177973,0.084878,0.107064,0.172259,0.191336,0.183203,0.000118,0.049649,0.004787,0.002380,0.001793,0.000800,0.000818,0.000776,0.001325,0.001440,0.001759,0.001573,0.050931,384
ensemble_disagreement_planner,in_distribution,1,0.580729,0.395877,0.230876,0.215256,0.084375,0.177823,0.085042,0.106904,0.171850,0.191300,0.182820,0.015793,0.049419,0.004854,0.002360,0.001799,0.000815,0.000789,0.000794,0.001369,0.001419,0.001739,0.001546,0.051530,384
ensemble_disagreement_planner,in_distribution,2,0.552083,0.395939,0.230782,0.215257,0.084168,0.178055,0.084760,0.107147,0.171956,0.191496,0.182808,-0.012561,0.049803,0.004881,0.002378,0.001834,0.000792,0.000754,0.000783,0.001332,0.001435,0.001744,0.001570,0.050613,384
ensemble_disagreement_planner,in_distribution,3,0.575521,0.395951,0.231003,0.215170,0.084105,0.178002,0.085202,0.106960,0.172088,0.191799,0.183410,0.010541,0.049501,0.004749,0.002390,0.001778,0.000798,0.000772,0.000776,0.001355,0.001378,0.001720,0.001535,0.051265,384
ensemble_disagreement_planner,in_distribution,4,0.557292,0.394803,0.231434,0.214984,0.083852,0.177842,0.085276,0.106651,0.171801,0.191424,0.182841,-0.007812,0.049746,0.004888,0.002356,0.001786,0.000801,0.000775,0.000797,0.001353,0.001405,0.001696,0.001554,0.051486,384
ensemble_disagreement_planner,in_distribution,5,0.593750,0.396063,0.231273,0.214985,0.084058,0.177814,0.085175,0.106940,0.172098,0.191594,0.183099,0.028822,0.049188,0.004849,0.002374,0.001817,0.000817,0.000767,0.000762,0.001389,0.001425,0.001737,0.001576,0.051239,384
ensemble_disagreement_planner,in_distribution,6,0.583333,0.395398,0.230624,0.214981,0.084103,0.177905,0.084882,0.107039,0.171994,0.191286,0.183000,0.018910,0.049375,0.004866,0.002366,0.001791,0.000819,0.000788,0.000791,0.001378,0.001446,0.001767,0.001593,0.051102,384
ensemble_disagreement_planner,in_distribution,7,0.606771,0.395986,0.231037,0.216045,0.084238,0.178254,0.085002,0.107130,0.171931,0.191512,0.182958,0.041049,0.048921,0.004875,0.002378,0.001820,0.000801,0.000733,0.000772,0.001343,0.001422,0.001752,0.001550,0.050205,384
ensemble_disagreement_planner,in_distribution,8,0.549479,0.395149,0.231460,0.215674,0.084231,0.178063,0.085223,0.107054,0.171725,0.191374,0.182775,-0.016536,0.049830,0.004836,0.002319,0.001798,0.000776,0.000813,0.000772,0.001372,0.001433,0.001746,0.001552,0.051231,384
ensemble_disagreement_planner,in_distribution,9,0.549479,0.395943,0.230923,0.215048,0.084231,0.177725,0.084995,0.106938,0.171998,0.191323,0.182929,-0.015211,0.049830,0.004910,0.002443,0.001816,0.000804,0.000768,0.000769,0.001357,0.001436,0.001755,0.001572,0.051033,384
ensemble_disagreement_planner,long_horizon,0,0.510417,0.384618,0.251831,0.244154,0.093338,0.180496,0.092530,0.120490,0.187541,0.210682,0.199513,-0.127182,0.050065,0.004861,0.002313,0.001785,0.000767,0.000779,0.000753,0.001350,0.001372,0.001711,0.001500,0.051464,384
ensemble_disagreement_planner,long_horizon,1,0.510417,0.384555,0.251110,0.244237,0.093472,0.180528,0.092411,0.120536,0.187769,0.210734,0.200192,-0.126847,0.050065,0.004887,0.002296,0.001801,0.000775,0.000753,0.000754,0.001361,0.001375,0.001674,0.001496,0.051580,384
ensemble_disagreement_planner,long_horizon,2,0.528646,0.384654,0.251749,0.243835,0.093449,0.180501,0.092072,0.120890,0.187966,0.211299,0.200194,-0.108839,0.049993,0.004825,0.002289,0.001807,0.000755,0.000755,0.000782,0.001358,0.001368,0.001685,0.001510,0.051525,384
ensemble_disagreement_planner,long_horizon,3,0.539062,0.384350,0.251554,0.243629,0.093124,0.180462,0.092642,0.120620,0.187756,0.210514,0.200259,-0.097952,0.049923,0.004766,0.002307,0.001828,0.000756,0.000756,0.000742,0.001363,0.001358,0.001695,0.001492,0.051222,384
ensemble_disagreement_planner,long_horizon,4,0.539062,0.383309,0.251224,0.244372,0.093340,0.180764,0.092414,0.120419,0.187546,0.210312,0.199860,-0.098602,0.049923,0.004782,0.002351,0.001808,0.000767,0.000752,0.000763,0.001338,0.001373,0.001696,0.001517,0.051624,384
ensemble_disagreement_planner,long_horizon,5,0.567708,0.384288,0.251671,0.244002,0.093287,0.180725,0.092586,0.120445,0.187738,0.210682,0.199983,-0.069900,0.049614,0.004790,0.002310,0.001794,0.000755,0.000777,0.000759,0.001317,0.001390,0.001698,0.001512,0.050792,384
