method,task,mechanism,split,mean_success,mean_mechanism_f1,mean_invalid_repair_rate,mean_repeat_failure_rate,mean_damage_rate,mean_diagnostic_probe_cost,mean_calibration_error,mean_abstention_rate,mean_budget_violation_rate,mean_predicted_breach_risk,mean_realized_breach_risk,mean_repair_utility,ci95_success,ci95_mechanism_f1,ci95_invalid_repair_rate,ci95_repeat_failure_rate,ci95_damage_rate,ci95_diagnostic_probe_cost,ci95_calibration_error,ci95_abstention_rate,ci95_budget_violation_rate,ci95_predicted_breach_risk,ci95_realized_breach_risk,ci95_repair_utility,rows
scalar_uncertainty_planner,drawer_contact_repair,actuator_lag,combined_stress,0.512500,0.299631,0.290143,0.274301,0.107822,0.149343,0.112901,0.125312,0.218925,0.246590,0.235265,-0.250669,0.110224,0.002121,0.001055,0.000930,0.000665,0.000818,0.000623,0.000906,0.000831,0.001075,0.001066,0.110091,80
scalar_uncertainty_planner,drawer_contact_repair,actuator_lag,hidden_mechanism,0.587500,0.329033,0.262549,0.243934,0.095159,0.145052,0.098976,0.103429,0.197034,0.217377,0.210262,-0.076110,0.108557,0.001990,0.001066,0.001182,0.000641,0.000865,0.000672,0.000902,0.000844,0.001044,0.001072,0.108714,80
scalar_uncertainty_planner,drawer_contact_repair,actuator_lag,in_distribution,0.512500,0.341936,0.246626,0.227990,0.089807,0.141649,0.092534,0.092478,0.186366,0.203049,0.199490,-0.100499,0.110224,0.001981,0.001267,0.001064,0.000612,0.000823,0.000694,0.000896,0.000863,0.001123,0.001127,0.110483,80
scalar_uncertainty_planner,drawer_contact_repair,actuator_lag,long_horizon,0.362500,0.330035,0.268738,0.258273,0.098752,0.144068,0.099999,0.105892,0.204406,0.224269,0.218714,-0.326888,0.106008,0.002248,0.001155,0.001078,0.000640,0.000837,0.000633,0.000869,0.000734,0.000988,0.001029,0.106237,80
scalar_uncertainty_planner,drawer_contact_repair,actuator_lag,sparse_observation,0.400000,0.305485,0.278606,0.258341,0.101778,0.149395,0.109720,0.119027,0.209626,0.236581,0.225543,-0.322859,0.108031,0.001782,0.001064,0.001158,0.000629,0.000959,0.000588,0.000916,0.000941,0.001036,0.001094,0.107737,80
scalar_uncertainty_planner,drawer_contact_repair,combined_hidden_mechanisms,combined_stress,0.250000,0.221476,0.323933,0.302939,0.113545,0.158984,0.122421,0.138642,0.233235,0.264074,0.250824,-0.619033,0.095487,0.002455,0.001305,0.001059,0.000679,0.000921,0.000596,0.000908,0.000733,0.000932,0.000929,0.095725,80
scalar_uncertainty_planner,drawer_contact_repair,combined_hidden_mechanisms,hidden_mechanism,0.300000,0.236075,0.309952,0.279391,0.109219,0.156460,0.114565,0.128137,0.224732,0.252150,0.241710,-0.515755,0.101054,0.002122,0.001126,0.001030,0.000709,0.000812,0.000616,0.000717,0.001034,0.001175,0.001177,0.100717,80
scalar_uncertainty_planner,drawer_contact_repair,combined_hidden_mechanisms,in_distribution,0.412500,0.248502,0.294873,0.263138,0.103876,0.152789,0.108342,0.117886,0.214625,0.238148,0.229979,-0.353889,0.108557,0.002075,0.001160,0.001004,0.000687,0.000827,0.000642,0.000814,0.000891,0.001193,0.000946,0.108404,80
scalar_uncertainty_planner,drawer_contact_repair,combined_hidden_mechanisms,long_horizon,0.437500,0.237630,0.314467,0.293320,0.111825,0.154811,0.116256,0.129699,0.229470,0.257020,0.246031,-0.399244,0.109394,0.002005,0.000980,0.001127,0.000726,0.000884,0.000683,0.000907,0.000906,0.001138,0.001084,0.108982,80
scalar_uncertainty_planner,drawer_contact_repair,combined_hidden_mechanisms,sparse_observation,0.250000,0.223693,0.316775,0.289403,0.111113,0.158656,0.119221,0.136989,0.229940,0.259609,0.246699,-0.594316,0.095487,0.002338,0.001069,0.001048,0.000649,0.001013,0.000669,0.000863,0.000834,0.001055,0.000994,0.095407,80
scalar_uncertainty_planner,drawer_contact_repair,compliance_shift,combined_stress,0.462500,0.318670,0.282446,0.269554,0.104649,0.148827,0.110852,0.120975,0.214195,0.240707,0.230316,-0.274924,0.109948,0.002053,0.001048,0.001114,0.000714,0.000848,0.000659,0.000892,0.000888,0.001012,0.001132,0.110472,80
scalar_uncertainty_planner,drawer_contact_repair,compliance_shift,hidden_mechanism,0.462500,0.347428,0.251507,0.236945,0.091178,0.142130,0.095391,0.098169,0.190118,0.209344,0.203531,-0.166774,0.109948,0.002468,0.001107,0.001151,0.000679,0.000820,0.000693,0.000866,0.000771,0.001047,0.001024,0.110159,80
scalar_uncertainty_planner,drawer_contact_repair,compliance_shift,in_distribution,0.650000,0.360603,0.237559,0.221562,0.084904,0.139584,0.089127,0.087730,0.180308,0.195926,0.192995,0.069136,0.105180,0.001828,0.001045,0.001202,0.000617,0.000921,0.000772,0.000840,0.000859,0.001157,0.001105,0.105080,80
scalar_uncertainty_planner,drawer_contact_repair,compliance_shift,long_horizon,0.487500,0.349387,0.259421,0.251937,0.094486,0.141986,0.097773,0.100957,0.197229,0.216552,0.211088,-0.169908,0.110224,0.002207,0.001018,0.001052,0.000708,0.000761,0.000597,0.000976,0.000832,0.000984,0.001001,0.110338,80
scalar_uncertainty_planner,drawer_contact_repair,compliance_shift,sparse_observation,0.575000,0.326119,0.267254,0.251348,0.097678,0.146867,0.106515,0.114905,0.201724,0.227285,0.216696,-0.112269,0.109011,0.002323,0.001164,0.000973,0.000642,0.000881,0.000592,0.000989,0.000841,0.001095,0.000927,0.108801,80
scalar_uncertainty_planner,drawer_contact_repair,contact_mode_flip,combined_stress,0.400000,0.282689,0.302078,0.285716,0.108124,0.152728,0.115971,0.130395,0.223057,0.252267,0.239538,-0.395465,0.108031,0.002078,0.001163,0.001048,0.000643,0.000934,0.000694,0.000809,0.000844,0.001119,0.000894,0.108230,80
scalar_uncertainty_planner,drawer_contact_repair,contact_mode_flip,hidden_mechanism,0.387500,0.310926,0.273174,0.252211,0.096317,0.146525,0.101179,0.106346,0.200564,0.221346,0.214910,-0.304187,0.107431,0.002070,0.001216,0.001184,0.000600,0.000898,0.000651,0.000832,0.000804,0.000966,0.000964,0.107415,80
scalar_uncertainty_planner,drawer_contact_repair,contact_mode_flip,in_distribution,0.450000,0.325946,0.257975,0.237534,0.090104,0.144165,0.094810,0.096947,0.189425,0.207079,0.203096,-0.191469,0.109706,0.002153,0.001103,0.001014,0.000674,0.000982,0.000557,0.000908,0.000865,0.000940,0.001095,0.109843,80
scalar_uncertainty_planner,drawer_contact_repair,contact_mode_flip,long_horizon,0.412500,0.312905,0.278965,0.266731,0.099685,0.146732,0.103006,0.109356,0.206671,0.227271,0.221653,-0.304263,0.108557,0.001973,0.001170,0.001261,0.000590,0.000830,0.000575,0.000840,0.000864,0.001119,0.001052,0.108744,80
scalar_uncertainty_planner,drawer_contact_repair,contact_mode_flip,sparse_observation,0.387500,0.288651,0.287735,0.266380,0.102463,0.151760,0.112136,0.123777,0.212345,0.240094,0.228580,-0.361175,0.107431,0.002530,0.001108,0.001041,0.000598,0.000914,0.000692,0.000790,0.000929,0.001153,0.001010,0.107517,80
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,combined_stress,0.512500,0.337125,0.273745,0.263320,0.101796,0.146715,0.108339,0.117114,0.208345,0.235100,0.224062,-0.196279,0.110224,0.002170,0.001071,0.001062,0.000644,0.000888,0.000610,0.000840,0.000793,0.001086,0.001058,0.110471,80
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,hidden_mechanism,0.537500,0.362592,0.242930,0.230299,0.088337,0.140482,0.093973,0.094375,0.184558,0.202366,0.197983,-0.064983,0.109948,0.002292,0.000964,0.000972,0.000620,0.000907,0.000650,0.000811,0.000980,0.001202,0.001185,0.110009,80
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,in_distribution,0.600000,0.377689,0.227591,0.214514,0.082488,0.137987,0.087367,0.084648,0.174663,0.189284,0.186141,0.047809,0.108031,0.002228,0.001165,0.001068,0.000657,0.000897,0.000618,0.000876,0.000823,0.000990,0.000955,0.108020,80
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,long_horizon,0.500000,0.368187,0.250459,0.244395,0.091995,0.139905,0.094976,0.097854,0.191477,0.209856,0.204374,-0.127837,0.110259,0.002488,0.001133,0.000934,0.000597,0.000783,0.000621,0.000816,0.000790,0.001046,0.000958,0.110426,80
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,sparse_observation,0.462500,0.340997,0.257552,0.245533,0.094921,0.145832,0.104197,0.112066,0.197934,0.223290,0.213200,-0.198798,0.109948,0.002113,0.001179,0.001026,0.000602,0.000850,0.000646,0.000906,0.000989,0.001180,0.001268,0.110077,80
scalar_uncertainty_planner,drawer_contact_repair,nominal,combined_stress,0.550000,0.394231,0.250407,0.245465,0.094049,0.141282,0.101409,0.107757,0.195204,0.219192,0.209755,-0.080178,0.109706,0.002319,0.001062,0.001051,0.000612,0.000824,0.000669,0.000997,0.000806,0.000892,0.001091,0.109598,80
scalar_uncertainty_planner,drawer_contact_repair,nominal,hidden_mechanism,0.675000,0.418886,0.219855,0.211411,0.080663,0.135413,0.087321,0.085125,0.170281,0.186441,0.182517,0.151775,0.103285,0.002259,0.001181,0.001033,0.000628,0.000883,0.000637,0.000846,0.000983,0.001243,0.001144,0.103199,80
scalar_uncertainty_planner,drawer_contact_repair,nominal,in_distribution,0.712500,0.433685,0.205072,0.197880,0.074653,0.132491,0.081182,0.074975,0.160534,0.173560,0.171737,0.237233,0.099805,0.002034,0.000993,0.000972,0.000552,0.000807,0.000586,0.000860,0.000819,0.001009,0.001082,0.099745,80
scalar_uncertainty_planner,drawer_contact_repair,nominal,long_horizon,0.587500,0.421509,0.227207,0.226580,0.084581,0.135368,0.088619,0.087774,0.178025,0.193882,0.190466,0.036285,0.108557,0.002186,0.001054,0.001280,0.000614,0.000884,0.000692,0.000986,0.000818,0.000960,0.001018,0.108471,80
scalar_uncertainty_planner,drawer_contact_repair,nominal,sparse_observation,0.587500,0.395629,0.233695,0.227109,0.087673,0.140153,0.097696,0.101666,0.182782,0.205872,0.197583,0.005697,0.108557,0.002513,0.001052,0.001019,0.000618,0.000986,0.000663,0.000981,0.000783,0.001066,0.000967,0.108375,80
scalar_uncertainty_planner,drawer_contact_repair,occlusion_persistence,combined_stress,0.462500,0.296662,0.291779,0.277197,0.106272,0.151124,0.114692,0.127580,0.218068,0.247393,0.234396,-0.305221,0.109948,0.002345,0.001150,0.001026,0.000718,0.001020,0.000690,0.000839,0.000997,0.001100,0.001073,0.109823,80
scalar_uncertainty_planner,drawer_contact_repair,occlusion_persistence,hidden_mechanism,0.375000,0.308159,0.266557,0.250605,0.094613,0.148960,0.107179,0.116402,0.199363,0.226021,0.214863,-0.313712,0.106757,0.002129,0.001256,0.001085,0.000719,0.000794,0.000647,0.000910,0.000866,0.001216,0.001203,0.106694,80
scalar_uncertainty_planner,drawer_contact_repair,occlusion_persistence,in_distribution,0.500000,0.322535,0.251233,0.235636,0.088581,0.145593,0.101097,0.105062,0.189062,0.211900,0.203324,-0.138560,0.110259,0.002494,0.001127,0.001086,0.000648,0.000886,0.000679,0.000812,0.000888,0.001143,0.001037,0.110404,80
scalar_uncertainty_planner,drawer_contact_repair,occlusion_persistence,long_horizon,0.400000,0.312531,0.274982,0.265040,0.098429,0.148960,0.108718,0.118356,0.206197,0.232218,0.221729,-0.315838,0.108031,0.002641,0.001176,0.001170,0.000683,0.000769,0.000654,0.001008,0.000881,0.001177,0.001121,0.108183,80
scalar_uncertainty_planner,drawer_contact_repair,occlusion_persistence,sparse_observation,0.487500,0.302236,0.277603,0.260435,0.099177,0.151121,0.111500,0.122841,0.207812,0.236144,0.224584,-0.235524,0.110224,0.002171,0.001083,0.001329,0.000716,0.000881,0.000614,0.000889,0.000897,0.001157,0.001079,0.110141,80
scalar_uncertainty_planner,drawer_contact_repair,payload_shift,combined_stress,0.462500,0.284176,0.295142,0.278487,0.108139,0.150952,0.113937,0.126980,0.220846,0.249011,0.237279,-0.316725,0.109948,0.002044,0.001079,0.001082,0.000638,0.000753,0.000622,0.000954,0.000911,0.001080,0.001182,0.109837,80
scalar_uncertainty_planner,drawer_contact_repair,payload_shift,hidden_mechanism,0.550000,0.313567,0.268285,0.247481,0.096708,0.145233,0.100348,0.104543,0.200759,0.220711,0.215051,-0.131940,0.109706,0.002094,0.000876,0.001102,0.000680,0.000833,0.000565,0.000900,0.000849,0.001215,0.001086,0.109895,80
scalar_uncertainty_planner,drawer_contact_repair,payload_shift,in_distribution,0.437500,0.325644,0.253448,0.233322,0.091477,0.142768,0.093223,0.094266,0.190778,0.206630,0.203866,-0.197117,0.109394,0.002183,0.000985,0.001109,0.000686,0.000865,0.000654,0.000923,0.000865,0.001105,0.001086,0.109558,80
scalar_uncertainty_planner,drawer_contact_repair,payload_shift,long_horizon,0.437500,0.312659,0.275858,0.262237,0.100673,0.144980,0.101671,0.106882,0.208426,0.228461,0.223225,-0.273403,0.109394,0.002174,0.001137,0.001008,0.000768,0.000912,0.000694,0.000963,0.000948,0.001177,0.001178,0.109526,80
scalar_uncertainty_planner,drawer_contact_repair,payload_shift,sparse_observation,0.600000,0.287958,0.282280,0.263047,0.103507,0.150521,0.110708,0.121018,0.212714,0.239004,0.228546,-0.140930,0.108031,0.001870,0.001142,0.001276,0.000564,0.000778,0.000647,0.000802,0.000837,0.001039,0.001002,0.107743,80
scalar_uncertainty_planner,occluded_push_recovery,actuator_lag,combined_stress,0.412500,0.291964,0.298608,0.282293,0.108540,0.150244,0.114750,0.127589,0.221771,0.250116,0.238831,-0.371597,0.108557,0.002226,0.001115,0.001010,0.000554,0.000944,0.000692,0.000847,0.000964,0.001240,0.001030,0.108454,80
scalar_uncertainty_planner,occluded_push_recovery,actuator_lag,hidden_mechanism,0.512500,0.322366,0.271039,0.250130,0.096778,0.144809,0.100603,0.105671,0.201299,0.221436,0.215953,-0.171704,0.110224,0.001912,0.001039,0.001095,0.000689,0.000804,0.000642,0.000944,0.000821,0.001173,0.001041,0.110142,80
scalar_uncertainty_planner,occluded_push_recovery,actuator_lag,in_distribution,0.525000,0.332395,0.256067,0.235128,0.090547,0.142229,0.094177,0.095181,0.190738,0.207100,0.203358,-0.110674,0.110121,0.001861,0.001206,0.001164,0.000655,0.000860,0.000679,0.000810,0.000939,0.001237,0.001225,0.110175,80
scalar_uncertainty_planner,occluded_push_recovery,actuator_lag,long_horizon,0.450000,0.322460,0.278254,0.264855,0.099794,0.145326,0.101741,0.108505,0.207769,0.228598,0.221959,-0.260940,0.109706,0.002123,0.001171,0.001103,0.000717,0.000929,0.000560,0.000768,0.000827,0.001167,0.001048,0.109839,80
scalar_uncertainty_planner,occluded_push_recovery,actuator_lag,sparse_observation,0.412500,0.295070,0.285288,0.264852,0.102564,0.150371,0.110916,0.122113,0.213453,0.240691,0.229530,-0.329956,0.108557,0.002026,0.001081,0.001163,0.000648,0.000776,0.000680,0.000895,0.000835,0.001099,0.001205,0.108600,80
scalar_uncertainty_planner,occluded_push_recovery,combined_hidden_mechanisms,combined_stress,0.350000,0.220198,0.324861,0.304396,0.113714,0.159062,0.122598,0.138945,0.236590,0.267256,0.254533,-0.523961,0.105180,0.001966,0.001157,0.001199,0.000611,0.000794,0.000751,0.000977,0.000887,0.001176,0.001128,0.105132,80
scalar_uncertainty_planner,occluded_push_recovery,combined_hidden_mechanisms,hidden_mechanism,0.362500,0.230504,0.314502,0.283784,0.109958,0.156680,0.116876,0.129634,0.227599,0.255449,0.244132,-0.466986,0.106008,0.001935,0.001043,0.001109,0.000616,0.000955,0.000660,0.000793,0.000743,0.001038,0.001153,0.106085,80
scalar_uncertainty_planner,occluded_push_recovery,combined_hidden_mechanisms,in_distribution,0.362500,0.243109,0.303318,0.270983,0.105294,0.154677,0.110071,0.119432,0.217333,0.241334,0.233917,-0.424642,0.106008,0.002167,0.001059,0.001214,0.000551,0.000861,0.000714,0.000911,0.000774,0.000958,0.001006,0.105891,80
scalar_uncertainty_planner,occluded_push_recovery,combined_hidden_mechanisms,long_horizon,0.350000,0.232938,0.318706,0.297748,0.112553,0.156111,0.116919,0.132184,0.231733,0.259564,0.248455,-0.499150,0.105180,0.002178,0.001085,0.001077,0.000676,0.000892,0.000671,0.000810,0.000820,0.001033,0.001083,0.105337,80
scalar_uncertainty_planner,occluded_push_recovery,combined_hidden_mechanisms,sparse_observation,0.250000,0.220050,0.320706,0.292031,0.112960,0.157733,0.120727,0.137302,0.232703,0.263646,0.250258,-0.605527,0.095487,0.002194,0.001002,0.001095,0.000582,0.000866,0.000681,0.000840,0.000886,0.001045,0.001223,0.095531,80
scalar_uncertainty_planner,occluded_push_recovery,compliance_shift,combined_stress,0.450000,0.312031,0.291152,0.275652,0.105891,0.148909,0.112234,0.123276,0.217838,0.245668,0.234439,-0.307314,0.109706,0.002373,0.001279,0.001190,0.000678,0.000874,0.000619,0.000828,0.000810,0.001064,0.000967,0.109574,80
scalar_uncertainty_planner,occluded_push_recovery,compliance_shift,hidden_mechanism,0.525000,0.339810,0.258862,0.242352,0.092109,0.143036,0.097340,0.100589,0.194067,0.213041,0.208040,-0.123162,0.110121,0.002266,0.000982,0.000941,0.000706,0.000726,0.000635,0.000900,0.000995,0.001108,0.001220,0.110209,80
scalar_uncertainty_planner,occluded_push_recovery,compliance_shift,in_distribution,0.487500,0.351124,0.244888,0.228263,0.086121,0.140219,0.091083,0.090673,0.184024,0.199805,0.196521,-0.114048,0.110224,0.002291,0.001089,0.001037,0.000681,0.000793,0.000691,0.000910,0.000844,0.000973,0.001091,0.110292,80
scalar_uncertainty_planner,occluded_push_recovery,compliance_shift,long_horizon,0.487500,0.342161,0.267583,0.257408,0.096325,0.142391,0.099041,0.103235,0.200222,0.219405,0.214237,-0.189249,0.110224,0.002041,0.001201,0.001214,0.000787,0.000780,0.000675,0.000931,0.000906,0.001053,0.001160,0.110077,80
scalar_uncertainty_planner,occluded_push_recovery,compliance_shift,sparse_observation,0.512500,0.315577,0.275185,0.257653,0.099582,0.147287,0.108327,0.116703,0.205921,0.231381,0.221609,-0.196717,0.110224,0.002280,0.001164,0.001138,0.000526,0.000878,0.000739,0.000853,0.000868,0.001082,0.001120,0.110322,80
scalar_uncertainty_planner,occluded_push_recovery,contact_mode_flip,combined_stress,0.350000,0.274910,0.310288,0.291419,0.110264,0.152629,0.117685,0.132338,0.226846,0.256434,0.243915,-0.466067,0.105180,0.001940,0.001059,0.001097,0.000626,0.000872,0.000679,0.000791,0.001032,0.001207,0.001280,0.105317,80
scalar_uncertainty_planner,occluded_push_recovery,contact_mode_flip,hidden_mechanism,0.425000,0.303027,0.280804,0.259772,0.097129,0.147334,0.103340,0.109397,0.204185,0.225512,0.219517,-0.287479,0.109011,0.002457,0.001074,0.001133,0.000643,0.000870,0.000631,0.000942,0.000931,0.001171,0.001136,0.109115,80
scalar_uncertainty_planner,occluded_push_recovery,contact_mode_flip,in_distribution,0.487500,0.314325,0.266019,0.244758,0.091346,0.144826,0.097097,0.099551,0.193637,0.211719,0.207838,-0.176911,0.110224,0.002037,0.001110,0.001183,0.000598,0.000837,0.000658,0.000926,0.000947,0.001175,0.001098,0.110335,80
scalar_uncertainty_planner,occluded_push_recovery,contact_mode_flip,long_horizon,0.562500,0.301505,0.288533,0.274788,0.101241,0.147585,0.104870,0.112409,0.211211,0.232443,0.225844,-0.179639,0.109394,0.002266,0.001193,0.001166,0.000765,0.000881,0.000608,0.000989,0.000847,0.001094,0.001141,0.109289,80
scalar_uncertainty_planner,occluded_push_recovery,contact_mode_flip,sparse_observation,0.437500,0.279108,0.294918,0.273670,0.104645,0.153363,0.113179,0.125994,0.216311,0.244911,0.232249,-0.333031,0.109394,0.002591,0.001102,0.001080,0.000627,0.001122,0.000739,0.000834,0.000851,0.001071,0.001024,0.109397,80
scalar_uncertainty_planner,occluded_push_recovery,friction_shift,combined_stress,0.400000,0.329361,0.281526,0.269149,0.103384,0.146730,0.109649,0.119851,0.213101,0.239526,0.228610,-0.329094,0.108031,0.002200,0.001254,0.001115,0.000667,0.000900,0.000697,0.000938,0.000885,0.001132,0.000976,0.108445,80
scalar_uncertainty_planner,occluded_push_recovery,friction_shift,hidden_mechanism,0.562500,0.358121,0.251260,0.236113,0.089985,0.141758,0.096089,0.097738,0.188370,0.206782,0.202452,-0.060070,0.109394,0.002324,0.001132,0.001135,0.000653,0.000881,0.000659,0.000765,0.000836,0.001112,0.001062,0.109450,80
scalar_uncertainty_planner,occluded_push_recovery,friction_shift,in_distribution,0.662500,0.370527,0.236522,0.221916,0.084068,0.138484,0.088436,0.087159,0.178222,0.193074,0.190266,0.088719,0.104273,0.002244,0.000965,0.001010,0.000656,0.000931,0.000672,0.000914,0.000939,0.001143,0.001163,0.104476,80
scalar_uncertainty_planner,occluded_push_recovery,friction_shift,long_horizon,0.450000,0.359392,0.257314,0.250837,0.093662,0.141283,0.096736,0.099513,0.194583,0.212809,0.207887,-0.197590,0.109706,0.002097,0.001068,0.001226,0.000653,0.000869,0.000688,0.000810,0.000977,0.001202,0.001202,0.109667,80
scalar_uncertainty_planner,occluded_push_recovery,friction_shift,sparse_observation,0.562500,0.331644,0.266123,0.251371,0.096046,0.146441,0.105091,0.113613,0.199932,0.224910,0.215220,-0.117852,0.109394,0.002040,0.001030,0.001073,0.000693,0.000900,0.000674,0.000861,0.000894,0.001159,0.001016,0.109304,80
scalar_uncertainty_planner,occluded_push_recovery,nominal,combined_stress,0.525000,0.383178,0.257535,0.253057,0.095908,0.142629,0.102943,0.110223,0.198884,0.223414,0.212878,-0.127447,0.110121,0.002456,0.001086,0.001120,0.000622,0.000862,0.000670,0.000836,0.000879,0.001122,0.001122,0.110516,80
scalar_uncertainty_planner,occluded_push_recovery,nominal,hidden_mechanism,0.587500,0.411313,0.227799,0.218948,0.082284,0.135988,0.089441,0.089167,0.174134,0.191042,0.186602,0.042220,0.108557,0.002449,0.001264,0.000999,0.000704,0.000858,0.000619,0.000792,0.000863,0.000959,0.001074,0.108438,80
scalar_uncertainty_planner,occluded_push_recovery,nominal,in_distribution,0.725000,0.425874,0.212595,0.204485,0.076315,0.132401,0.081863,0.077123,0.163501,0.176109,0.175216,0.230589,0.098464,0.002090,0.001021,0.001063,0.000710,0.000823,0.000648,0.000857,0.000966,0.001171,0.001215,0.098632,80
scalar_uncertainty_planner,occluded_push_recovery,nominal,long_horizon,0.575000,0.415071,0.234594,0.234090,0.085779,0.135459,0.090325,0.090099,0.180615,0.197490,0.193753,0.004612,0.109011,0.002367,0.001089,0.001029,0.000640,0.000832,0.000638,0.000820,0.000992,0.001149,0.001211,0.108778,80
scalar_uncertainty_planner,occluded_push_recovery,nominal,sparse_observation,0.475000,0.390571,0.242191,0.232674,0.089169,0.141602,0.099226,0.104345,0.186469,0.210019,0.200808,-0.126406,0.110121,0.002007,0.001165,0.001061,0.000651,0.000915,0.000609,0.000915,0.000871,0.001024,0.001149,0.110291,80
scalar_uncertainty_planner,occluded_push_recovery,occlusion_persistence,combined_stress,0.362500,0.288554,0.299742,0.284008,0.107958,0.151809,0.116256,0.129694,0.221471,0.250999,0.238104,-0.426037,0.106008,0.001994,0.000930,0.001010,0.000614,0.000927,0.000672,0.001026,0.000881,0.001012,0.001015,0.106042,80
scalar_uncertainty_planner,occluded_push_recovery,occlusion_persistence,hidden_mechanism,0.475000,0.301171,0.274985,0.257880,0.096200,0.149644,0.108846,0.118254,0.203119,0.229556,0.218930,-0.235062,0.110121,0.002306,0.001145,0.001138,0.000580,0.000848,0.000615,0.000930,0.000808,0.001031,0.001009,0.110329,80
scalar_uncertainty_planner,occluded_push_recovery,occlusion_persistence,in_distribution,0.475000,0.312547,0.260286,0.242520,0.090717,0.147361,0.101779,0.108283,0.192065,0.214815,0.206649,-0.186363,0.110121,0.002162,0.001178,0.001104,0.000659,0.000820,0.000720,0.000880,0.000850,0.001091,0.001033,0.109979,80
scalar_uncertainty_planner,occluded_push_recovery,occlusion_persistence,long_horizon,0.475000,0.303587,0.283022,0.271872,0.099972,0.148739,0.110227,0.120588,0.209634,0.235314,0.225257,-0.261620,0.110121,0.002158,0.001096,0.001055,0.000694,0.000868,0.000650,0.000867,0.000847,0.001137,0.001100,0.109974,80
scalar_uncertainty_planner,occluded_push_recovery,occlusion_persistence,sparse_observation,0.525000,0.291836,0.284946,0.267828,0.101242,0.151336,0.113354,0.125672,0.210403,0.239766,0.226633,-0.219540,0.110121,0.002242,0.000974,0.001170,0.000708,0.000905,0.000651,0.000789,0.000721,0.001043,0.000991,0.110308,80
scalar_uncertainty_planner,occluded_push_recovery,payload_shift,combined_stress,0.312500,0.277197,0.302475,0.286340,0.108795,0.152049,0.115681,0.128752,0.225325,0.253517,0.242704,-0.487151,0.102212,0.002086,0.001248,0.001111,0.000632,0.000791,0.000579,0.000942,0.000822,0.001032,0.000883,0.102191,80
scalar_uncertainty_planner,occluded_push_recovery,payload_shift,hidden_mechanism,0.450000,0.303411,0.276156,0.255773,0.098999,0.146101,0.101942,0.107254,0.204592,0.225363,0.218989,-0.255624,0.109706,0.001771,0.001073,0.001048,0.000682,0.000933,0.000671,0.000808,0.000900,0.001073,0.001161,0.109854,80
scalar_uncertainty_planner,occluded_push_recovery,payload_shift,in_distribution,0.537500,0.318943,0.261584,0.239906,0.093082,0.143386,0.095201,0.096512,0.193878,0.210501,0.207296,-0.117388,0.109948,0.002323,0.001189,0.001058,0.000545,0.000898,0.000605,0.000912,0.001008,0.001255,0.001245,0.109749,80
scalar_uncertainty_planner,occluded_push_recovery,payload_shift,long_horizon,0.462500,0.305870,0.282856,0.270295,0.102468,0.146043,0.103473,0.109531,0.210434,0.230481,0.224891,-0.268426,0.109948,0.002027,0.001121,0.001117,0.000729,0.000969,0.000746,0.000863,0.000811,0.001051,0.001009,0.110324,80
scalar_uncertainty_planner,occluded_push_recovery,payload_shift,sparse_observation,0.400000,0.282237,0.290757,0.269084,0.105516,0.151126,0.112661,0.123878,0.216881,0.244301,0.234255,-0.361968,0.108031,0.002151,0.001030,0.001118,0.000583,0.000893,0.000562,0.000953,0.000873,0.001161,0.001145,0.108220,80
scalar_uncertainty_planner,payload_handover,actuator_lag,combined_stress,0.425000,0.297126,0.295079,0.278210,0.107306,0.151243,0.113895,0.126609,0.220355,0.248648,0.236891,-0.348350,0.109011,0.002113,0.000962,0.001040,0.000681,0.000922,0.000717,0.000838,0.000935,0.001151,0.001054,0.109196,80
scalar_uncertainty_planner,payload_handover,actuator_lag,hidden_mechanism,0.512500,0.324079,0.265605,0.246385,0.096196,0.144562,0.098754,0.104778,0.199943,0.219378,0.213656,-0.160470,0.110224,0.002295,0.001070,0.001097,0.000687,0.000841,0.000654,0.000925,0.000857,0.001027,0.001125,0.110156,80
scalar_uncertainty_planner,payload_handover,actuator_lag,in_distribution,0.550000,0.336214,0.251101,0.230751,0.089867,0.142068,0.092895,0.094162,0.188438,0.204975,0.201428,-0.073263,0.109706,0.002454,0.001018,0.001090,0.000643,0.000827,0.000754,0.000827,0.000880,0.001181,0.001094,0.109661,80
scalar_uncertainty_planner,payload_handover,actuator_lag,long_horizon,0.437500,0.326128,0.273333,0.261298,0.099615,0.144470,0.101121,0.106905,0.205723,0.225948,0.220382,-0.262482,0.109394,0.002108,0.001123,0.000971,0.000649,0.000973,0.000586,0.000851,0.000928,0.001095,0.001178,0.109331,80
scalar_uncertainty_planner,payload_handover,actuator_lag,sparse_observation,0.375000,0.302313,0.281732,0.260878,0.103069,0.150384,0.110241,0.121192,0.212070,0.238242,0.228119,-0.357723,0.106757,0.002306,0.001041,0.001126,0.000642,0.000885,0.000639,0.001004,0.000880,0.001209,0.001031,0.107018,80
